id,ra,dec,d,d_err,vr,vt,m_abs,bp-rp,l,b,pmra,pmdec
5.11E+17,26.68825538,61.23875324,2726.3071,171.3946,0,0,-0.9435508729,-2.6921713,129.536843,-0.921634652,0.1340676281,0.03278562384
5.11E+17,26.7314855,61.2761414,3068.2554,277.0029,0,0,-1.132037536,-2.620883,129.5491888,-0.880675573,-1.712010113,0.5712371628
5.11E+17,26.7123607,61.32959846,2613.3076,757.7669,0,0,-0.6657476574,-2.0210956,129.5288144,-0.8304066574,-1.425703001,-1.537381911
5.11E+17,26.69635104,61.36319741,2772.2124,96.3902,0,0,-0.3632265089,-2.113717,129.5141559,-0.7992137531,-1.408575533,0.0681086322
5.11E+17,26.81118576,61.42413478,3376.5903,286.404,0,0,-0.2856598426,-1.8958945,129.5548463,-0.7279331633,-0.04312208981,-0.2935943773
5.11E+17,26.25755391,61.3093125,3382.4717,281.7727,0,0,-0.5529208584,-1.6841598,129.3196235,-0.8960094487,-0.9323169617,-0.7046368861
5.11E+17,25.8853484,61.56029923,3278.5657,824.014,0,0,-0.4671254551,-1.3975339,129.0942925,-0.6864770073,-0.06716829489,0.8436031068
5.11E+17,27.28560914,61.62829216,3590.424,780.0554,0,0,-0.3348796913,-1.4132211,129.7310519,-0.4793493092,1.489394317,1.844964029
5.11E+17,27.17831584,61.77408908,2984.343,387.0181,0,0,-0.6893686826,-2.4154008,129.6492321,-0.3483920238,-1.103411504,-0.5306569385
5.10E+17,24.44197867,61.5638633,3513.5496,264.8298,0,0,-0.09548244378,-1.3829624,128.4187078,-0.813345448,-1.041561723,0.4524171458
5.10E+17,23.98497307,61.57883538,2509.1182,285.3217,0,0,-0.3255686031,-2.3899478,128.2018645,-0.8367288104,1.407407616,1.086278745
5.08E+17,29.29778772,61.41517649,2641.76,281.2339,0,0,-0.4907708003,-2.5025503,130.7136757,-0.4591585379,-0.6040749033,-1.129763295
5.08E+17,28.18071181,61.01272158,2706.6045,200.5683,0,0,-0.8984339977,-2.603211,130.289936,-0.9804827813,0.6330089161,-0.9999402903
5.08E+17,28.20085209,61.35752133,3007.1438,361.2187,0,0,-0.1078889816,-1.653294,130.2182193,-0.6430826534,-2.435017252,-2.788940474
5.08E+17,28.63246904,60.17713177,3124.531,240.9715,0,0,-0.2066711894,-2.1734752,130.7048326,-1.739006608,-0.8436939852,-0.9272405218
5.08E+17,28.54395349,60.20671171,2688.846,233.1277,0,0,-0.07016264655,-2.4092235,130.6549704,-1.72092176,-0.5925138382,-0.8270892295
5.08E+17,28.68065233,61.31419658,2549.1013,289.749,0,0,-0.9092634723,-2.7516693,130.4520649,-0.6301295032,-0.7654283878,0.1131061485
5.08E+17,28.73997241,61.35022867,3581.6025,1623.602,0,0,-0.1031099226,-2.1711878,130.4709105,-0.5882602914,-0.0351175709,-0.3030209016
5.08E+17,28.7849636,61.38796721,2689.7952,133.3333,0,0,-0.2464530712,-1.8922292,130.4826148,-0.5464036717,-0.7493119475,0.4864737641
5.08E+17,28.75327943,61.46451055,3341.9114,477.0159,0,0,-0.192232659,-1.9160673,130.4492426,-0.4758705812,0.3098450507,-0.07223851746
5.08E+17,29.09065001,61.44775609,2988.4893,199.3984,0,0,-0.9701885261,-2.6362448,130.6096155,-0.4524112598,-1.171445626,0.8194094514
5.08E+17,28.95763083,60.47803871,2988.737,577.0581,0,0,-0.5312585005,-2.4546234,130.7873939,-1.407881411,-0.4440736502,-0.403864239
5.08E+17,28.51922557,61.67670938,3079.0073,326.0357,0,0,-0.03054559285,-1.6538919,130.2897746,-0.2969422652,-1.800956055,0.2814186483
5.08E+17,28.76571048,61.73765126,2953.7202,206.1657,0,0,-0.6361667654,-2.6219398,130.3883768,-0.2095319105,-0.8406914275,-0.4633089985
5.08E+17,28.61199804,60.41107841,2958.7917,186.7772,0,0,-0.4989879587,-2.5557834,130.6383786,-1.514459567,-2.137039358,0.624301288
5.08E+17,28.34275743,61.72841358,2639.4521,343.6301,0,0,-0.8734789248,-2.5974024,130.1961888,-0.2667214638,0.201390983,-0.1086329749
5.08E+17,28.55972761,60.62056289,2850.495,182.2829,0,0,-0.01267141776,-2.131741,130.5628406,-1.317373045,-1.876865315,-0.8215354046
5.09E+17,29.82232594,61.71124058,2514.336,155.541,0,0,-0.01640156801,-2.714314,130.8794283,-0.1090605774,-0.8011296294,1.195485465
5.09E+17,29.47508299,61.75649394,3495.9006,336.2237,0,0,-0.008781378557,-2.3737062,130.7088784,-0.1076024137,0.5008111794,-0.1797022615
5.08E+17,28.04512529,60.47446813,2933.894,199.1485,0,0,-0.2556350948,-2.2940763,130.3515908,-1.519285013,-0.8632037673,-0.727187722
5.09E+17,29.18299843,61.78648842,3139.5208,246.4255,0,0,-0.2864048235,-2.2607078,130.5676273,-0.1134368112,-0.6817119104,0.1484067928
5.08E+17,28.99278927,60.90021649,3244.026,562.0494,0,0,-0.01683163154,-1.5755095,130.6997338,-0.9945420344,-1.262727081,-0.2205126627
5.08E+17,28.90992606,60.92948855,2561.9675,217.7104,0,0,-0.2977960809,-2.532248,130.6534696,-0.9761129856,-0.7244578281,-0.8850838323
5.08E+17,29.2624685,61.09263099,2900.193,369.636,0,0,-0.4670064999,-2.723401,130.7783934,-0.7756016347,-1.59601306,0.02190285248
5.08E+17,28.95142171,61.14121907,2583.9558,184.9205,0,0,-0.2209434027,-1.9185445,130.6207697,-0.7659592624,-0.01014315034,-0.2279292981
